"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+008D>@angelicaj__<U+2757><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>- Thank you very much.
<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>@angeliaong0627
<U+264E>SET<U+267B>DISCOVER<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BC><ed><U+00BC><U+008E>ƒƒ<U+2708>
@itsShowtimena
#PiliPinasDebates2016
https://t.co/XvG5HakSu7",FALSE,0,NA,2016-03-30 15:10:01,FALSE,NA,"715194373806239744",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","7770000Deilon",0,FALSE,FALSE,NA,NA
"2","RT @Senyora: SORRY BINAY. DI KA BELONG. #PiliPinasDebates2016 #BFFGoals https://t.co/oRTtXGNKtx",FALSE,0,NA,2016-03-30 15:02:45,FALSE,NA,"715192547102953472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jackedupjp",2657,TRUE,FALSE,NA,NA
"3","RT @TheseDamnWords: Poe: on point
Duterte: has a point
Binay: pointless
Roxas: pointangina
#PiliPinasDebates2016",FALSE,0,NA,2016-03-30 15:00:00,FALSE,NA,"715191855114104832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caBAEoo97",1532,TRUE,FALSE,NA,NA
"4","<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+008D>@angelicaj__<U+2757><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>- Thank you very much. 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>@angeliaong0627<ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD>
<U+264E>SET<U+267B>DISCOVER<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BC><ed><U+00BC><U+008E>ƒƒ<U+2708>
@ABSCBNNews
#PiliPinasDebates2016
https://t.co/XvG5HakSu7",FALSE,0,NA,2016-03-30 14:56:52,FALSE,NA,"715191065502814208",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","7770000Deilon",0,FALSE,FALSE,NA,NA
"5","RT @imdanielpadilla: Good Luck Kuya MAR ! #MarwithaPlan #PiliPinasDebates2016",FALSE,0,NA,2016-03-30 14:53:40,FALSE,NA,"715190260150378496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","supremeowwkath",3946,TRUE,FALSE,NA,NA
"6","<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+008D>@angelicaj__<ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>-Happy bday memes<U+2753>
<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>@PiaWurtzbach<ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>-Pi<U+25B2>
<U+264E>SET<U+267B>DISCOVER<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BC><ed><U+00BC><U+008E>ƒƒ<U+2708>@itsShowtimena
#PiliPinasDebates2016
https://t.co/XvG5HakSu7",FALSE,0,NA,2016-03-30 14:48:04,FALSE,NA,"715188852688719872",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","7770000Deilon",0,FALSE,FALSE,NA,NA
"7","RT @Kuya_duterte: 1 RT = Isang sampal ng tsinelas sa mukha ni Mar.

#PiliPinasDebates2016",FALSE,0,NA,2016-03-30 14:43:44,FALSE,NA,"715187759783129088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jhonadiz",1670,TRUE,FALSE,NA,NA
"8","<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+008D>@angelicaj__<ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>- Ito ay mabuti hinde magnanakaw<U+2753>
<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>@PiaWurtzbach<ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>-Pi<U+25B2>
<U+264E>SET<U+267B>DISCOVER<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BC><ed><U+00BC><U+008E>ƒƒ<U+2708>#PiliPinasDebates2016
https://t.co/XvG5HakSu7",FALSE,0,NA,2016-03-30 14:36:52,FALSE,NA,"715186031960588288",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","7770000Deilon",0,FALSE,FALSE,NA,NA
"9","RT @lukbandanize: #PiliPinasDebates2016 is like a reenactment of our Inferno discussion <ed><U+00A0><U+00BD><ed><U+00B1><U+0088><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> @.10Stewardship",FALSE,0,NA,2016-03-30 14:36:15,FALSE,NA,"715185878562287616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicolethedryad",5,TRUE,FALSE,NA,NA
"10","RT @imjaymeann: ""Duterte treated them as Filipinos. Not as a Romualdez or an Aquino."" #D30 #Duterte #Pilipinas #PiliPinasDebates2016 https:…",FALSE,0,NA,2016-03-30 14:35:29,FALSE,NA,"715185685678821376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pamz_mercadz21",86,TRUE,FALSE,NA,NA
"11","RT @imjaymeann: ""Duterte treated them as Filipinos. Not as a Romualdez or an Aquino."" #D30 #Duterte #Pilipinas #PiliPinasDebates2016 https:…",FALSE,0,NA,2016-03-30 14:34:48,FALSE,NA,"715185511506124801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JOSweethearts",86,TRUE,FALSE,NA,NA
"12","I am behind the #pilipinasDebates2016 an upward ranking for Mar Roxas deuterte and demolition job against @VPJojoBinay  because he's my best",FALSE,0,NA,2016-03-30 14:29:05,FALSE,NA,"715184076534099968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aldenrichalds01",0,FALSE,FALSE,NA,NA
"13","RT @AKOSiDUTERTE: Mar : Sinong malalaking tao pinatay mo?

Duterte : Ikaw!

 #PiliPinasDebates2016",FALSE,0,NA,2016-03-30 14:24:09,FALSE,NA,"715182833304666112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angheltabula",1038,TRUE,FALSE,NA,NA
"14","RT @Prinxessgarx: Oo na Binay malaki na nagawa mo para sa Makati punyeta. #PiliPinasDebates2016",FALSE,0,NA,2016-03-30 14:20:50,FALSE,NA,"715181999992889344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angelinereyesss",96,TRUE,FALSE,NA,NA
"15","RT @imjaymeann: ""Duterte treated them as Filipinos. Not as a Romualdez or an Aquino."" #D30 #Duterte #Pilipinas #PiliPinasDebates2016 https:…",FALSE,0,NA,2016-03-30 14:09:32,FALSE,NA,"715179155256512513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JulieFaucon",86,TRUE,FALSE,NA,NA
"16","RT @Senyora: Ikaw na talaga @iamkarendavila!!! Galingan mo sa #PiliPinasDebates2016! <ed><U+00A0><U+00BD><ed><U+00B2><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+008A> https://t.co/GrfcsMQnLu",FALSE,0,NA,2016-03-30 14:05:16,FALSE,NA,"715178080797458433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DonKing237",915,TRUE,FALSE,NA,NA
"17","RT @MyRizalPH: We can't afford to have a Pres on OJT. Ano tayo, training school? #PiliPinasDebates2016 #PHVoteRoxas #SolusyonNiMar https://…",FALSE,0,NA,2016-03-30 14:00:17,FALSE,NA,"715176828021833729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TagunicarC",5,TRUE,FALSE,NA,NA
"18","RT @benz_veroy: Binay: Kahirapan
Miriam: Economy
Duterte: Criminality
Poe: Agriculture
Roxas: tsinelas ni Korina

#PiliPinasDebates2016",FALSE,0,NA,2016-03-30 13:49:41,FALSE,NA,"715174157584056322",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThisIsJHAP",389,TRUE,FALSE,NA,NA
"19","<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+008D>@angelicaj__<U+2757><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB> - Thank you very much. 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>@PiaWurtzbach<ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> -Pi<U+25B2>
<U+264E>SET<U+267B>DISCOVER<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BC><ed><U+00BC><U+008E>ƒƒ<U+2708>
#PiliPinasDebates2016
https://t.co/XvG5HakSu7",FALSE,0,NA,2016-03-30 13:41:15,FALSE,NA,"715172036973174784",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","7770000Deilon",0,FALSE,FALSE,NA,NA
"20","<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<ed><U+00A0><U+00BC><ed><U+00BC><U+009F><ed><U+00A0><U+00BD><ed><U+00B2><U+008D>@angelicaj__<U+2757><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB> - Thank you very much. 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0091>
<U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+008E>@PiaWurtzbach<ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> -Pi<U+25B2>
<U+264E>SET<U+267B>DISCOVER<ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BC><ed><U+00BC><U+008E>ƒƒ<U+2708>
#PiliPinasDebates2016
https://t.co/Jnom2ZmEpL",FALSE,0,NA,2016-03-30 13:40:07,FALSE,NA,"715171750003101696",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","7770000Deilon",0,FALSE,FALSE,NA,NA
